"number"	"filename"	"ID"	"season"	"year"	"cave"	"label"	"nonatec"	"tag"	"date"	"codedate"
"5399"	"13"	"IMG_9975.JPG"	"655257"	"august"	"2016"	"C2"	NA	"9238656"	"655257"	"2016-2-august"	10
"6322"	"15"	"IMG_3204.JPG"	"655257"	"august"	"2017"	"C2"	NA	"9238656"	"655257"	"2017-2-august"	12
"5873"	"3"	"IMG_1989.JPG"	"655257"	"june"	"2017"	"C1"	NA	NA	"655257"	"2017-1-june"	11
"5198"	"30"	"IMG_5535.jpg"	"897783"	"june"	"2016"	"C25"	NA	"9647872"	"897783"	"2016-1-june"	9
"5443"	"11"	"IMG_0129.JPG"	"897783"	"august"	"2016"	"C7"	NA	"9647872"	"897783"	"2016-2-august"	10
"6142"	"15"	"IMG_2071.JPG"	"897783"	"june"	"2017"	"C25"	NA	NA	"897783"	"2017-1-june"	11
"3131"	"10"	"IMG_9961.JPG"	"4EE15F"	"august"	"2014"	"C2"	"CAL12-0570"	NA	"4EE15F"	"2014-2-august"	6
"422"	"2"	"CAL12-594.jpg"	"4EE15F"	"august"	"2012"	"C1"	"CAL12-0570"	NA	"4EE15F"	"2012-2-august"	2
"1679"	"18"	"IMG_7064.JPG"	"4EE15F"	"august"	"2013"	"C1"	"CAL12-0570"	NA	"4EE15F"	"2013-2-august"	4
"2425"	"2"	"4EE15F_Jun14.jpg"	"4EE15F"	"june"	"2014"	"C1"	"CAL12-0570"	NA	"4EE15F"	"2014-1-june"	5
"3688"	"4"	"IMG_4550.JPG"	"4EE15F"	"june"	"2015"	"C1"	"CAL12-0570"	NA	"4EE15F"	"2015-1-june"	7
"4240"	"2"	"IMG_6993.JPG"	"4EE15F"	"august"	"2015"	"C1"	"CAL12-0570"	NA	"4EE15F"	"2015-2-august"	8
"421"	"1"	"CAL12-593.jpg"	"4ED5E5"	"august"	"2012"	"C1"	"CAL12-0593"	NA	"4ED5E5"	"2012-2-august"	2
"1669"	"8"	"IMG_6080.jpg"	"4ED5E5"	"august"	"2013"	"C1"	"CAL12-0593"	NA	"4ED5E5"	"2013-2-august"	4
"3118"	"11"	"IMG_9948.JPG"	"4ED5E5"	"august"	"2014"	"C1"	"CAL12-0593"	NA	"4ED5E5"	"2014-2-august"	6
"423"	"3"	"CAL12-595.jpg"	"C96078"	"august"	"2012"	"C1"	"CAL12-0595"	NA	"C96078"	"2012-2-august"	2
"424"	"4"	"CAL12-596.jpg"	"C964B6"	"august"	"2012"	"C1"	"CAL12-0596"	NA	"C964B6"	"2012-2-august"	2
"1677"	"16"	"IMG_7062.JPG"	"C964B6"	"august"	"2013"	"C1"	"CAL12-0596"	NA	"C964B6"	"2013-2-august"	4
"2432"	"9"	"C964B6_Jun14.jpg"	"C964B6"	"june"	"2014"	"C1"	"CAL12-0596"	NA	"C964B6"	"2014-1-june"	5
"3114"	"7"	"IMG_9943.JPG"	"C964B6"	"august"	"2014"	"C1"	"CAL12-0596"	NA	"C964B6"	"2014-2-august"	6
"425"	"5"	"CAL12-597.jpg"	"6D8497"	"august"	"2012"	"C1"	"CAL12-0597"	NA	"6D8497"	"2012-2-august"	2
"1680"	"19"	"IMG_7065.JPG"	"6D8497"	"august"	"2013"	"C1"	"CAL12-0597"	NA	"6D8497"	"2013-2-august"	4
"2431"	"8"	"6D8497_Jun14.jpg"	"6D8497"	"june"	"2014"	"C1"	"CAL12-0597"	NA	"6D8497"	"2014-1-june"	5
"3112"	"5"	"IMG_9941.JPG"	"6D8497"	"august"	"2014"	"C1"	"CAL12-0597"	NA	"6D8497"	"2014-2-august"	6
"3693"	"9"	"IMG_4555.JPG"	"6D8497"	"june"	"2015"	"C1"	"CAL12-0597"	NA	"6D8497"	"2015-1-june"	7
"5875"	"5"	"IMG_1992.JPG"	"6D8497"	"june"	"2017"	"C1"	"CAL12-0597"	NA	"6D8497"	"2017-1-june"	11
"6307"	"12"	"IMG_3199.JPG"	"6D8497"	"august"	"2017"	"C1"	"CAL12-0597"	NA	"6D8497"	"2017-2-august"	12
"426"	"6"	"CAL12-598.jpg"	"4EE4EE"	"august"	"2012"	"C1"	"CAL12-0598"	NA	"4EE4EE"	"2012-2-august"	2
"427"	"7"	"CAL12-599.jpg"	"4EE83B"	"august"	"2012"	"C1"	"CAL12-0599"	NA	"4EE83B"	"2012-2-august"	2
"428"	"8"	"CAL12-600.jpg"	"4EE2D1"	"august"	"2012"	"C1"	"CAL12-0600"	NA	"4EE2D1"	"2012-2-august"	2
"2426"	"3"	"4EE2D1.jpg"	"4EE2D1"	"june"	"2014"	"C1"	"CAL12-0600"	NA	"4EE2D1"	"2014-1-june"	5
"3111"	"4"	"IMG_9940.JPG"	"4EE2D1"	"august"	"2014"	"C1"	"CAL12-0600"	NA	"4EE2D1"	"2014-2-august"	6
"429"	"9"	"CAL12-601.jpg"	"4EE3FA"	"august"	"2012"	"C1"	"CAL12-0601"	NA	"4EE3FA"	"2012-2-august"	2
"1038"	"1"	"4EE3FA.jpg"	"4EE3FA"	"june"	"2013"	"C1"	"CAL12-0601"	NA	"4EE3FA"	"2013-1-june"	3
"3699"	"15"	"IMG_4561.JPG"	"4EE3FA"	"june"	"2015"	"C1"	"CAL12-0601"	NA	"4EE3FA"	"2015-1-june"	7
"1687"	"3"	"IMG_6090.jpg"	"4EE3FA"	"august"	"2013"	"C2"	"CAL12-0601"	NA	"4EE3FA"	"2013-2-august"	4
"2465"	"20"	"IMG_9176.jpg"	"4EE3FA"	"june"	"2014"	"C2"	"CAL12-0601"	NA	"4EE3FA"	"2014-1-june"	5
"3139"	"18"	"IMG_9969.JPG"	"4EE3FA"	"august"	"2014"	"C2"	"CAL12-0601"	NA	"4EE3FA"	"2014-2-august"	6
"1044"	"7"	"IMG_5110.JPG"	"C98A80"	"june"	"2013"	"C1"	"CAL13-1354"	NA	"C98A80"	"2013-1-june"	3
"2072"	"10"	"IMG_6192.JPG"	"C98A80"	"august"	"2013"	"C21"	"CAL13-1354"	NA	"C98A80"	"2013-2-august"	4
"1045"	"8"	"IMG_5111.JPG"	"6DA1A7"	"june"	"2013"	"C1"	"CAL13-1355"	NA	"6DA1A7"	"2013-1-june"	3
"4226"	"2"	"IMG_6983.JPG"	"6DA1A7"	"august"	"2015"	"C1"	"CAL13-1355"	NA	"6DA1A7"	"2015-2-august"	8
"5384"	"12"	"IMG_9970.JPG"	"6DA1A7"	"august"	"2016"	"C1"	"CAL13-1355"	NA	"6DA1A7"	"2016-2-august"	10
"6303"	"8"	"IMG_2865.JPG"	"6DA1A7"	"august"	"2017"	"C1"	"CAL13-1355"	NA	"6DA1A7"	"2017-2-august"	12
"2448"	"3"	"IMG_8409.jpg"	"6DA1A7"	"june"	"2014"	"C2"	"CAL13-1355"	NA	"6DA1A7"	"2014-1-june"	5
"3122"	"1"	"IMG_9952.JPG"	"6DA1A7"	"august"	"2014"	"C2"	"CAL13-1355"	NA	"6DA1A7"	"2014-2-august"	6
"1663"	"2"	"IMG_6073.jpg"	"4EE934"	"august"	"2013"	"C1"	"CAL13-1364"	NA	"4EE934"	"2013-2-august"	4
"1055"	"10"	"IMG_5122.JPG"	"4EE934"	"june"	"2013"	"C2"	"CAL13-1364"	NA	"4EE934"	"2013-1-june"	3
"4249"	"11"	"IMG_7005.JPG"	"4EE934"	"august"	"2015"	"C2"	"CAL13-1364"	NA	"4EE934"	"2015-2-august"	8
"4887"	"1"	"IMG_5355.jpg"	"4EE934"	"june"	"2016"	"C2"	"CAL13-1364"	NA	"4EE934"	"2016-1-june"	9
"1040"	"3"	"CAL13-1523.jpg"	"4EE1C2"	"june"	"2013"	"C1"	"CAL13-1523"	NA	"4EE1C2"	"2013-1-june"	3
"3697"	"13"	"IMG_4559.JPG"	"4EE1C2"	"june"	"2015"	"C1"	"CAL13-1523"	NA	"4EE1C2"	"2015-1-june"	7
"1694"	"10"	"IMG_6097.jpg"	"4EE1C2"	"august"	"2013"	"C2"	"CAL13-1523"	NA	"4EE1C2"	"2013-2-august"	4
"2464"	"19"	"IMG_9174.jpg"	"4EE1C2"	"june"	"2014"	"C2"	"CAL13-1523"	NA	"4EE1C2"	"2014-1-june"	5
"3135"	"14"	"IMG_9965.JPG"	"4EE1C2"	"august"	"2014"	"C2"	"CAL13-1523"	NA	"4EE1C2"	"2014-2-august"	6
"1667"	"6"	"IMG_6077.jpg"	"6D826F"	"august"	"2013"	"C1"	"CAL13-1529"	NA	"6D826F"	"2013-2-august"	4
"2430"	"7"	"6D826F_Jun14.jpg"	"6D826F"	"june"	"2014"	"C1"	"CAL13-1529"	NA	"6D826F"	"2014-1-june"	5
"1070"	"25"	"IMG_5491.JPG"	"6D826F"	"june"	"2013"	"C2"	"CAL13-1529"	NA	"6D826F"	"2013-1-june"	3
"1662"	"1"	"IMG_6072.jpg"	"C97F47"	"august"	"2013"	"C1"	"CAL13-1699"	NA	"C97F47"	"2013-2-august"	4
"1664"	"3"	"IMG_6074.jpg"	"C980FD"	"august"	"2013"	"C1"	"CAL13-1700"	NA	"C980FD"	"2013-2-august"	4
"1665"	"4"	"IMG_6075.jpg"	"4EEAB1"	"august"	"2013"	"C1"	"CAL13-1701"	NA	"4EEAB1"	"2013-2-august"	4
"2427"	"4"	"4EEAB1.jpg"	"4EEAB1"	"june"	"2014"	"C1"	"CAL13-1701"	NA	"4EEAB1"	"2014-1-june"	5
"4884"	"1"	"IMG_5354.jpg"	"4EEAB1"	"june"	"2016"	"C1"	"CAL13-1701"	NA	"4EEAB1"	"2016-1-june"	9
"1666"	"5"	"IMG_6076.jpg"	"C96CE7"	"august"	"2013"	"C1"	"CAL13-1702"	NA	"C96CE7"	"2013-2-august"	4
"1668"	"7"	"IMG_6078.jpg"	"C9868D"	"august"	"2013"	"C1"	"CAL13-1703"	NA	"C9868D"	"2013-2-august"	4
"2433"	"10"	"C9868D.jpg"	"C9868D"	"june"	"2014"	"C1"	"CAL13-1703"	NA	"C9868D"	"2014-1-june"	5
"3116"	"9"	"IMG_9946.JPG"	"C9868D"	"august"	"2014"	"C1"	"CAL13-1703"	NA	"C9868D"	"2014-2-august"	6
"1670"	"9"	"IMG_6081.jpg"	"4EDDE4"	"august"	"2013"	"C1"	"CAL13-1704"	NA	"4EDDE4"	"2013-2-august"	4
"1671"	"10"	"IMG_6082.jpg"	"4EE013"	"august"	"2013"	"C1"	"CAL13-1705"	NA	"4EE013"	"2013-2-august"	4
"1672"	"11"	"IMG_6083.jpg"	"4EE902"	"august"	"2013"	"C1"	"CAL13-1706"	NA	"4EE902"	"2013-2-august"	4
"3696"	"12"	"IMG_4558.JPG"	"4EE902"	"june"	"2015"	"C1"	"CAL13-1706"	NA	"4EE902"	"2015-1-june"	7
"4235"	"11"	"IMG_6995.JPG"	"4EE902"	"august"	"2015"	"C1"	"CAL13-1706"	NA	"4EE902"	"2015-2-august"	8
"5874"	"4"	"IMG_1991.JPG"	"4EE902"	"june"	"2017"	"C1"	"CAL13-1706"	NA	"4EE902"	"2017-1-june"	11
"1673"	"12"	"IMG_6084.jpg"	"4EF922"	"august"	"2013"	"C1"	"CAL13-1707"	NA	"4EF922"	"2013-2-august"	4
"2428"	"5"	"4EF922.jpg"	"4EF922"	"june"	"2014"	"C1"	"CAL13-1707"	NA	"4EF922"	"2014-1-june"	5
"3685"	"1"	"IMG_4547.JPG"	"4EF922"	"june"	"2015"	"C1"	"CAL13-1707"	NA	"4EF922"	"2015-1-june"	7
"1674"	"13"	"IMG_6085.jpg"	"C971B4"	"august"	"2013"	"C1"	"CAL13-1708"	NA	"C971B4"	"2013-2-august"	4
"1675"	"14"	"IMG_6086.jpg"	"C974EE"	"august"	"2013"	"C1"	"CAL13-1709"	NA	"C974EE"	"2013-2-august"	4
"1676"	"15"	"IMG_6087.jpg"	"C98F91"	"august"	"2013"	"C1"	"CAL13-1710"	NA	"C98F91"	"2013-2-august"	4
"2434"	"11"	"C98F91.jpg"	"C98F91"	"june"	"2014"	"C1"	"CAL13-1710"	NA	"C98F91"	"2014-1-june"	5
"4234"	"10"	"IMG_6994.JPG"	"C98F91"	"august"	"2015"	"C1"	"CAL13-1710"	NA	"C98F91"	"2015-2-august"	8
"3121"	"14"	"IMG_9951.JPG"	"C96461"	"august"	"2014"	"C1"	"CAL13-1712"	NA	"C96461"	"2014-2-august"	6
"3695"	"11"	"IMG_4557.JPG"	"C96461"	"june"	"2015"	"C1"	"CAL13-1712"	NA	"C96461"	"2015-1-june"	7
"1690"	"6"	"IMG_6093.jpg"	"C96461"	"august"	"2013"	"C2"	"CAL13-1712"	NA	"C96461"	"2013-2-august"	4
"2460"	"15"	"IMG_9169.jpg"	"C96461"	"june"	"2014"	"C2"	"CAL13-1712"	NA	"C96461"	"2014-1-june"	5
"1678"	"17"	"IMG_7063.JPG"	"184582"	"august"	"2013"	"C1"	"CAL13-1899"	NA	"184582"	"2013-2-august"	4
"3115"	"8"	"IMG_9944.JPG"	"184582"	"august"	"2014"	"C1"	"CAL13-1899"	NA	"184582"	"2014-2-august"	6
"3691"	"7"	"IMG_4553.JPG"	"184582"	"june"	"2015"	"C1"	"CAL13-1899"	NA	"184582"	"2015-1-june"	7
"4233"	"9"	"IMG_6992.JPG"	"184582"	"august"	"2015"	"C1"	"CAL13-1899"	NA	"184582"	"2015-2-august"	8
"1681"	"20"	"IMG_7066.JPG"	"182C32"	"august"	"2013"	"C1"	"CAL13-1900"	NA	"182C32"	"2013-2-august"	4
"3698"	"14"	"IMG_4560.JPG"	"182C32"	"june"	"2015"	"C1"	"CAL13-1900"	NA	"182C32"	"2015-1-june"	7
"1682"	"21"	"IMG_7067.JPG"	"1871BF"	"august"	"2013"	"C1"	"CAL13-1901"	NA	"1871BF"	"2013-2-august"	4
"1683"	"22"	"IMG_7068.JPG"	"1849B9"	"august"	"2013"	"C1"	"CAL13-1902"	NA	"1849B9"	"2013-2-august"	4
"3132"	"11"	"IMG_9962.JPG"	"1849B9"	"august"	"2014"	"C2"	"CAL13-1902"	NA	"1849B9"	"2014-2-august"	6
"1684"	"23"	"IMG_7069.JPG"	"18554F"	"august"	"2013"	"C1"	"CAL13-1903"	NA	"18554F"	"2013-2-august"	4
"2436"	"13"	"CAL14-1944.jpg"	"4EE0FC"	"june"	"2014"	"C1"	"CAL14-1944"	NA	"4EE0FC"	"2014-1-june"	5
"3108"	"1"	"IMG_9937.JPG"	"4EE0FC"	"august"	"2014"	"C1"	"CAL14-1944"	NA	"4EE0FC"	"2014-2-august"	6
"2429"	"6"	"6D597F.jpg"	"6D597F"	"june"	"2014"	"C1"	"CAL14-1945"	NA	"6D597F"	"2014-1-june"	5
"3141"	"20"	"IMG_9972.JPG"	"6D597F"	"august"	"2014"	"C2"	"CAL14-1945"	NA	"6D597F"	"2014-2-august"	6
"2438"	"15"	"CAL14-1946.jpg"	"183F4E"	"june"	"2014"	"C1"	"CAL14-1946"	NA	"183F4E"	"2014-1-june"	5
"3686"	"2"	"IMG_4548.JPG"	"183F4E"	"june"	"2015"	"C1"	"CAL14-1946"	NA	"183F4E"	"2015-1-june"	7
"4237"	"13"	"IMG_7529.JPG"	"183F4E"	"august"	"2015"	"C1"	"CAL14-1946"	NA	"183F4E"	"2015-2-august"	8
"5883"	"13"	"IMG_2326.JPG"	"183F4E"	"june"	"2017"	"C1"	"CAL14-1946"	NA	"183F4E"	"2017-1-june"	11
"2439"	"16"	"CAL14-1947.jpg"	"6D8324"	"june"	"2014"	"C1"	"CAL14-1947"	NA	"6D8324"	"2014-1-june"	5
"3109"	"2"	"IMG_9938.JPG"	"6D8324"	"august"	"2014"	"C1"	"CAL14-1947"	NA	"6D8324"	"2014-2-august"	6
"3700"	"16"	"IMG_4562.JPG"	"6D8324"	"june"	"2015"	"C1"	"CAL14-1947"	NA	"6D8324"	"2015-1-june"	7
"3113"	"6"	"IMG_9942.JPG"	"4EEDC9"	"august"	"2014"	"C1"	"CAL14-1948"	NA	"4EEDC9"	"2014-2-august"	6
"2451"	"6"	"IMG_8413.jpg"	"4EEDC9"	"june"	"2014"	"C2"	"CAL14-1948"	NA	"4EEDC9"	"2014-1-june"	5
"4244"	"6"	"IMG_7000.JPG"	"4EEDC9"	"august"	"2015"	"C2"	"CAL14-1948"	NA	"4EEDC9"	"2015-2-august"	8
"5389"	"3"	"IMG_9546.JPG"	"4EEDC9"	"august"	"2016"	"C2"	"CAL14-1948"	NA	"4EEDC9"	"2016-2-august"	10
"6323"	"16"	"IMG_3205.JPG"	"4EEDC9"	"august"	"2017"	"C2"	"CAL14-1948"	NA	"4EEDC9"	"2017-2-august"	12
"3117"	"10"	"IMG_9947.JPG"	"4EDFAE"	"august"	"2014"	"C1"	"CAL14-1949"	NA	"4EDFAE"	"2014-2-august"	6
"5879"	"9"	"IMG_1996.JPG"	"4EDFAE"	"june"	"2017"	"C1"	"CAL14-1949"	NA	"4EDFAE"	"2017-1-june"	11
"6298"	"3"	"IMG_2860.JPG"	"4EDFAE"	"august"	"2017"	"C1"	"CAL14-1949"	NA	"4EDFAE"	"2017-2-august"	12
"2453"	"8"	"IMG_8415.jpg"	"4EDFAE"	"june"	"2014"	"C2"	"CAL14-1949"	NA	"4EDFAE"	"2014-1-june"	5
"2435"	"12"	"CAL14-2099_Jun14.jpg'"	"052877"	"june"	"2014"	"C1"	"CAL14-2099"	NA	"052877"	"2014-1-june"	5
"3119"	"12"	"IMG_9949.JPG"	"052912"	"august"	"2014"	"C1"	"CAL14-2211"	NA	"052912"	"2014-2-august"	6
"4886"	"3"	"IMG_9191.JPG"	"655293"	"june"	"2016"	"C1"	"CAL16-2863"	NA	"655293"	"2016-1-june"	9
"5376"	"4"	"IMG_9529.JPG"	"158593"	"august"	"2016"	"C1"	"CAL16-2924"	NA	"158593"	"2016-2-august"	10
"5377"	"5"	"IMG_9530.JPG"	"158561"	"august"	"2016"	"C1"	"CAL16-2925"	NA	"158561"	"2016-2-august"	10
"5379"	"7"	"IMG_9533.JPG"	"158576"	"august"	"2016"	"C1"	"CAL16-2927"	NA	"158576"	"2016-2-august"	10
"5881"	"11"	"IMG_2312.JPG"	"158576"	"june"	"2017"	"C1"	"CAL16-2927"	NA	"158576"	"2017-1-june"	11
"6299"	"4"	"IMG_2861.JPG"	"158576"	"august"	"2017"	"C1"	"CAL16-2927"	NA	"158576"	"2017-2-august"	12
"5381"	"9"	"IMG_9536.JPG"	"158575"	"august"	"2016"	"C1"	"CAL16-2928"	NA	"158575"	"2016-2-august"	10
"6300"	"5"	"IMG_2862.JPG"	"158575"	"august"	"2017"	"C1"	"CAL16-2928"	NA	"158575"	"2017-2-august"	12
"5383"	"11"	"IMG_9539.JPG"	"158505"	"august"	"2016"	"C1"	"CAL16-2930"	NA	"158505"	"2016-2-august"	10
"6301"	"6"	"IMG_2863.JPG"	"158505"	"august"	"2017"	"C1"	"CAL16-2930"	NA	"158505"	"2017-2-august"	12
"6296"	"1"	"IMG_2858.JPG"	"897978"	"august"	"2017"	"C1"	"CAL17-3204"	NA	"897978"	"2017-2-august"	12
"6305"	"10"	"IMG_2867.JPG"	"897962"	"august"	"2017"	"C1"	"CAL17-3205"	NA	"897962"	"2017-2-august"	12
"557"	"2"	"IMG_1184.JPG"	"4EFA28"	"august"	"2012"	"C10"	"CAL12-0795"	NA	"4EFA28"	"2012-2-august"	2
"1198"	"20"	"IMG_5473.JPG"	"4EFA28"	"june"	"2013"	"C10"	"CAL12-0795"	NA	"4EFA28"	"2013-1-june"	3
"1827"	"12"	"IMG_5891.jpg"	"4EFA28"	"august"	"2013"	"C10"	"CAL12-0795"	NA	"4EFA28"	"2013-2-august"	4
"2576"	"24"	"IMG_9245.jpg"	"4EFA28"	"june"	"2014"	"C10"	"CAL12-0795"	NA	"4EFA28"	"2014-1-june"	5
"3803"	"14"	"IMG_4544.JPG"	"4EFA28"	"june"	"2015"	"C10"	"CAL12-0795"	NA	"4EFA28"	"2015-1-june"	7
"4341"	"4"	"IMG_6959.JPG"	"4EFA28"	"august"	"2015"	"C10"	"CAL12-0795"	NA	"4EFA28"	"2015-2-august"	8
"4997"	"14"	"IMG_9311.JPG"	"4EFA28"	"june"	"2016"	"C10"	"CAL12-0795"	NA	"4EFA28"	"2016-1-june"	9
"5975"	"12"	"IMG_1978.JPG"	"4EFA28"	"june"	"2017"	"C10"	"CAL12-0795"	NA	"4EFA28"	"2017-1-june"	11
"558"	"3"	"IMG_1185.JPG"	"C98D32"	"august"	"2012"	"C10"	"CAL12-0796"	NA	"C98D32"	"2012-2-august"	2
"1182"	"4"	"IMG_5103.JPG"	"C98D32"	"june"	"2013"	"C10"	"CAL12-0796"	NA	"C98D32"	"2013-1-june"	3
"1843"	"28"	"IMG_6967.JPG"	"C98D32"	"august"	"2013"	"C10"	"CAL12-0796"	NA	"C98D32"	"2013-2-august"	4
"3233"	"6"	"IMG_0037.JPG"	"C98D32"	"august"	"2014"	"C10"	"CAL12-0796"	NA	"C98D32"	"2014-2-august"	6
"4986"	"3"	"IMG_5403.jpg"	"C98D32"	"june"	"2016"	"C10"	"CAL12-0796"	NA	"C98D32"	"2016-1-june"	9
"559"	"4"	"IMG_1186.JPG"	"C97614"	"august"	"2012"	"C10"	"CAL12-0797"	NA	"C97614"	"2012-2-august"	2
"1825"	"10"	"IMG_5889.jpg"	"C97614"	"august"	"2013"	"C10"	"CAL12-0797"	NA	"C97614"	"2013-2-august"	4
"560"	"5"	"IMG_1187.JPG"	"4EE5ED"	"august"	"2012"	"C10"	"CAL12-0798"	NA	"4EE5ED"	"2012-2-august"	2
"1191"	"13"	"IMG_5465.JPG"	"4EE5ED"	"june"	"2013"	"C10"	"CAL12-0798"	NA	"4EE5ED"	"2013-1-june"	3
"1828"	"13"	"IMG_5892.jpg"	"4EE5ED"	"august"	"2013"	"C10"	"CAL12-0798"	NA	"4EE5ED"	"2013-2-august"	4
"2567"	"15"	"IMG_9236.jpg"	"4EE5ED"	"june"	"2014"	"C10"	"CAL12-0798"	NA	"4EE5ED"	"2014-1-june"	5
"3234"	"7"	"IMG_0038.JPG"	"4EE5ED"	"august"	"2014"	"C10"	"CAL12-0798"	NA	"4EE5ED"	"2014-2-august"	6
"3798"	"9"	"IMG_4539.JPG"	"4EE5ED"	"june"	"2015"	"C10"	"CAL12-0798"	NA	"4EE5ED"	"2015-1-june"	7
"4359"	"22"	"IMG_6978.JPG"	"4EE5ED"	"august"	"2015"	"C10"	"CAL12-0798"	NA	"4EE5ED"	"2015-2-august"	8
"561"	"6"	"IMG_1188.JPG"	"4EE707"	"august"	"2012"	"C10"	"CAL12-0799"	NA	"4EE707"	"2012-2-august"	2
"1820"	"5"	"IMG_5884.jpg"	"4EE707"	"august"	"2013"	"C10"	"CAL12-0799"	NA	"4EE707"	"2013-2-august"	4
"2564"	"12"	"IMG_8471.jpg"	"4EE707"	"june"	"2014"	"C10"	"CAL12-0799"	NA	"4EE707"	"2014-1-june"	5
"3240"	"13"	"IMG_0044.JPG"	"4EE707"	"august"	"2014"	"C10"	"CAL12-0799"	NA	"4EE707"	"2014-2-august"	6
"4363"	"26"	"IMG_7503.JPG"	"4EE707"	"august"	"2015"	"C10"	"CAL12-0799"	NA	"4EE707"	"2015-2-august"	8
"5475"	"2"	"IMG_0003.JPG"	"4EE707"	"august"	"2016"	"C10"	"CAL12-0799"	NA	"4EE707"	"2016-2-august"	10
"5965"	"2"	"IMG_1964.JPG"	"4EE707"	"june"	"2017"	"C10"	"CAL12-0799"	NA	"4EE707"	"2017-1-june"	11
"562"	"7"	"IMG_1189.JPG"	"4EECF2"	"august"	"2012"	"C10"	"CAL12-0800"	NA	"4EECF2"	"2012-2-august"	2
"1819"	"4"	"IMG_5883.jpg"	"4EECF2"	"august"	"2013"	"C10"	"CAL12-0800"	NA	"4EECF2"	"2013-2-august"	4
"3230"	"2"	"IMG_0033.JPG"	"4EECF2"	"august"	"2014"	"C10"	"CAL12-0800"	NA	"4EECF2"	"2014-2-august"	6
"3800"	"11"	"IMG_4541.JPG"	"4EECF2"	"june"	"2015"	"C10"	"CAL12-0800"	NA	"4EECF2"	"2015-1-june"	7
"563"	"8"	"IMG_1190.JPG"	"4EDF5A"	"august"	"2012"	"C10"	"CAL12-0801"	NA	"4EDF5A"	"2012-2-august"	2
"2557"	"5"	"IMG_8463.jpg"	"4EDF5A"	"june"	"2014"	"C10"	"CAL12-0801"	NA	"4EDF5A"	"2014-1-june"	5
"3246"	"19"	"IMG_0050.JPG"	"4EDF5A"	"august"	"2014"	"C10"	"CAL12-0801"	NA	"4EDF5A"	"2014-2-august"	6
"564"	"9"	"IMG_1191.JPG"	"C97FDC"	"august"	"2012"	"C10"	"CAL12-0802"	NA	"C97FDC"	"2012-2-august"	2
"1817"	"2"	"IMG_5881.jpg"	"C97FDC"	"august"	"2013"	"C10"	"CAL12-0802"	NA	"C97FDC"	"2013-2-august"	4
"2562"	"10"	"IMG_8468.jpg"	"C97FDC"	"june"	"2014"	"C10"	"CAL12-0802"	NA	"C97FDC"	"2014-1-june"	5
"3244"	"17"	"IMG_0048.JPG"	"C97FDC"	"august"	"2014"	"C10"	"CAL12-0802"	NA	"C97FDC"	"2014-2-august"	6
"3802"	"13"	"IMG_4543.JPG"	"C97FDC"	"june"	"2015"	"C10"	"CAL12-0802"	NA	"C97FDC"	"2015-1-june"	7
"4342"	"5"	"IMG_6960.JPG"	"C97FDC"	"august"	"2015"	"C10"	"CAL12-0802"	NA	"C97FDC"	"2015-2-august"	8
"4990"	"7"	"IMG_5407.jpg"	"C97FDC"	"june"	"2016"	"C10"	"CAL12-0802"	NA	"C97FDC"	"2016-1-june"	9
"565"	"10"	"IMG_1192.JPG"	"4EDF07"	"august"	"2012"	"C10"	"CAL12-0803"	NA	"4EDF07"	"2012-2-august"	2
"1192"	"14"	"IMG_5466.JPG"	"4EDF07"	"june"	"2013"	"C10"	"CAL12-0803"	NA	"4EDF07"	"2013-1-june"	3
"1830"	"15"	"IMG_5894.jpg"	"4EDF07"	"august"	"2013"	"C10"	"CAL12-0803"	NA	"4EDF07"	"2013-2-august"	4
"2559"	"7"	"IMG_8465.jpg"	"4EDF07"	"june"	"2014"	"C10"	"CAL12-0803"	NA	"4EDF07"	"2014-1-june"	5
"566"	"11"	"IMG_1193.JPG"	"C98C09"	"august"	"2012"	"C10"	"CAL12-0804"	NA	"C98C09"	"2012-2-august"	2
"1818"	"3"	"IMG_5882.jpg"	"C98C09"	"august"	"2013"	"C10"	"CAL12-0804"	NA	"C98C09"	"2013-2-august"	4
"3247"	"20"	"IMG_0051.JPG"	"C98C09"	"august"	"2014"	"C10"	"CAL12-0804"	NA	"C98C09"	"2014-2-august"	6
"4354"	"17"	"IMG_6972.JPG"	"C98C09"	"august"	"2015"	"C10"	"CAL12-0804"	NA	"C98C09"	"2015-2-august"	8
"1181"	"3"	"IMG_5102.JPG"	"C98F33"	"june"	"2013"	"C10"	"CAL13-1347"	NA	"C98F33"	"2013-1-june"	3
"3805"	"16"	"IMG_4546.JPG"	"C98F33"	"june"	"2015"	"C10"	"CAL13-1347"	NA	"C98F33"	"2015-1-june"	7
"4351"	"14"	"IMG_6969.JPG"	"C98F33"	"august"	"2015"	"C10"	"CAL13-1347"	NA	"C98F33"	"2015-2-august"	8
"1183"	"5"	"IMG_5104.JPG"	"4EE8E0"	"june"	"2013"	"C10"	"CAL13-1348"	NA	"4EE8E0"	"2013-1-june"	3
"1837"	"22"	"IMG_6961.JPG"	"4EE8E0"	"august"	"2013"	"C10"	"CAL13-1348"	NA	"4EE8E0"	"2013-2-august"	4
"2566"	"14"	"IMG_8473.jpg"	"4EE8E0"	"june"	"2014"	"C10"	"CAL13-1348"	NA	"4EE8E0"	"2014-1-june"	5
